hour_of_day,day,row,col,demand
4,14,2,4,0
4,14,2,5,6
4,14,2,6,0
4,14,2,7,10
4,14,3,0,0
4,14,3,1,0
4,14,3,2,6
4,14,3,4,0
4,14,3,7,6
4,14,4,0,0
4,14,4,1,0
4,14,4,2,0
4,14,4,3,6
4,14,4,4,6
4,14,5,0,0
4,14,5,3,0
4,14,5,4,0
4,14,5,5,6
4,14,5,7,0
4,14,6,0,0
4,14,6,1,0
4,14,6,5,32
4,14,6,6,6
4,14,7,1,0
4,14,7,4,0
4,14,7,6,0
5,14,0,2,0
5,14,0,3,6
5,14,0,5,0
5,14,0,6,0
5,14,0,7,0
5,14,1,0,0
5,14,1,1,0
5,14,1,2,0
5,14,1,3,10
5,14,1,4,0
5,14,1,5,6
5,14,1,6,32
5,14,2,0,0
5,14,2,1,0
5,14,2,2,6
5,14,2,4,6
5,14,2,5,0
5,14,2,6,0
5,14,2,7,0
5,14,3,0,0
5,14,3,2,0
5,14,3,6,0
5,14,4,2,0
5,14,4,3,0
5,14,4,4,0
5,14,4,6,6
5,14,4,7,0
5,14,5,2,0
5,14,5,5,6
5,14,5,6,0
5,14,5,7,0
5,14,6,0,0
5,14,6,5,16
5,14,6,6,0
5,14,6,7,16
5,14,7,0,0
5,14,7,1,0
5,14,7,2,0
5,14,7,3,0
5,14,7,4,0
5,14,7,7,0
6,14,0,0,6
6,14,0,1,0
6,14,1,3,71
6,14,1,6,20
6,14,2,0,0
6,14,2,1,0
6,14,2,2,16
6,14,2,3,10
6,14,2,5,36
6,14,2,6,20
6,14,3,0,0
6,14,3,1,0
6,14,3,2,20
6,14,3,4,6
6,14,3,5,57
6,14,3,7,0
6,14,4,0,0
6,14,4,2,0
6,14,4,3,51
6,14,5,0,0
6,14,5,2,0
6,14,5,4,16
6,14,5,5,32
6,14,5,6,6
6,14,5,7,6
6,14,6,2,0
6,14,6,4,0
6,14,6,6,6
6,14,6,7,6
6,14,7,2,0
6,14,7,3,0
6,14,7,4,0
6,14,7,5,0
6,14,7,7,0
7,14,0,0,10
7,14,0,2,26
7,14,0,3,46
7,14,0,4,42
7,14,0,5,83
7,14,0,6,61
7,14,0,7,71
7,14,1,0,0
7,14,1,1,0
7,14,1,2,170
7,14,1,3,226
7,14,1,4,87
7,14,2,1,0
7,14,2,2,57
7,14,2,3,119
7,14,2,4,83
7,14,2,5,164
7,14,2,6,103
7,14,2,7,67
7,14,3,0,0
7,14,3,2,26
7,14,3,5,46
7,14,3,7,10
7,14,4,0,0
7,14,4,2,0
7,14,4,3,16
7,14,4,4,16
7,14,4,6,20
7,14,5,0,0
7,14,5,3,10
7,14,5,4,36
7,14,5,5,46
7,14,5,6,20
7,14,6,0,0
7,14,6,4,0
7,14,6,5,10
7,14,6,6,87
7,14,6,7,6
7,14,7,2,0
7,14,7,3,0
7,14,7,5,0
7,14,7,7,51
8,14,0,2,16
8,14,0,5,139
8,14,0,6,83
8,14,1,0,0
8,14,1,1,0
8,14,1,5,186
8,14,1,6,20
8,14,1,7,148
8,14,2,0,0
8,14,2,1,0
8,14,2,2,61
8,14,2,3,61
8,14,2,4,71
8,14,3,0,0
8,14,3,1,0
8,14,3,5,42
8,14,3,6,71
8,14,4,2,0
8,14,4,3,32
8,14,4,5,51
8,14,4,6,16
8,14,4,7,32
8,14,5,1,0
8,14,5,4,6
8,14,5,7,32
8,14,6,1,0
8,14,6,4,32
8,14,6,5,51
8,14,7,0,0
8,14,7,2,0
8,14,7,3,0
8,14,7,4,0
8,14,7,6,32
9,14,0,0,36
9,14,0,1,10
9,14,0,2,32
9,14,0,3,10
9,14,0,5,109
9,14,0,6,200
9,14,0,7,109
9,14,1,1,10
9,14,1,4,83
9,14,2,0,0
9,14,2,5,87
9,14,2,7,42
9,14,3,0,0
9,14,3,1,6
9,14,3,2,20
9,14,3,3,113
9,14,3,7,145
9,14,4,0,0
9,14,4,2,0
9,14,4,3,32
9,14,4,5,51
9,14,4,7,67
9,14,5,1,0
9,14,5,2,6
9,14,5,5,32
9,14,5,6,123
9,14,6,1,16
9,14,6,2,0
9,14,6,3,10
9,14,6,4,6
9,14,6,6,16
9,14,7,0,0
9,14,7,1,0
9,14,7,2,0
9,14,7,4,0
9,14,7,6,42
10,14,0,0,10
10,14,0,1,46
10,14,0,2,36
10,14,0,3,57
10,14,0,4,93
10,14,1,0,6
10,14,1,2,51
10,14,1,5,109
10,14,1,6,77
10,14,1,7,71
10,14,2,0,6
10,14,2,1,16
10,14,2,2,16
10,14,2,4,83
10,14,2,5,135
10,14,2,6,119
10,14,3,0,0
10,14,3,1,0
10,14,3,3,103
10,14,3,5,135
10,14,3,6,103
10,14,4,0,10
10,14,4,2,0
10,14,4,4,42
10,14,4,6,57
10,14,5,0,0
10,14,5,1,0
10,14,5,2,0
10,14,5,3,0
10,14,5,4,26
10,14,5,5,83
10,14,5,7,113
10,14,6,0,0
10,14,6,2,0
10,14,6,3,0
10,14,6,4,0
10,14,6,5,32
10,14,7,0,0
10,14,7,1,0
10,14,7,2,0
10,14,7,4,0
10,14,7,5,0
10,14,7,6,26
11,14,0,0,0
11,14,0,3,57
11,14,0,4,61
11,14,0,5,61
11,14,0,6,251
11,14,1,0,6
11,14,1,2,71
11,14,1,3,87
11,14,1,4,93
11,14,1,7,87
11,14,2,1,10
11,14,2,2,16
11,14,2,3,129
11,14,2,4,135
11,14,2,5,103
11,14,3,0,0
11,14,3,2,10
11,14,3,5,113
11,14,3,7,20
11,14,4,1,32
11,14,4,2,10
11,14,4,6,77
11,14,5,0,0
11,14,5,2,36
11,14,5,3,42
11,14,5,4,32
11,14,5,5,67
11,14,5,6,93
11,14,5,7,16
11,14,6,0,0
11,14,6,2,6
11,14,6,6,16
11,14,7,0,0
11,14,7,1,0
11,14,7,2,32
11,14,7,3,0
11,14,7,5,0
11,14,7,7,6
12,14,0,2,20
12,14,0,3,42
12,14,0,4,61
12,14,0,5,135
12,14,0,6,273
12,14,1,0,0
12,14,1,1,0
12,14,1,4,10
12,14,1,5,123
12,14,2,0,0
12,14,2,1,16
12,14,2,2,36
12,14,2,3,77
12,14,2,5,119
12,14,2,6,77
12,14,3,2,6
12,14,3,3,36
12,14,3,6,123
12,14,3,7,36
12,14,4,0,6
12,14,4,1,10
12,14,4,4,26
12,14,4,6,119
12,14,5,1,0
12,14,5,3,0
12,14,5,4,16
12,14,5,7,83
12,14,6,0,0
12,14,6,1,0
12,14,6,2,0
12,14,6,3,0
12,14,6,5,57
12,14,6,6,0
12,14,7,2,0
12,14,7,4,0
12,14,7,5,16
12,14,7,6,0
12,14,7,7,103
13,14,0,1,6
13,14,0,2,32
13,14,0,3,109
13,14,0,4,26
13,14,0,7,113
13,14,1,1,0
13,14,1,2,20
13,14,1,6,97
13,14,2,0,0
13,14,2,3,61
13,14,2,4,71
13,14,2,7,67
13,14,3,1,20
13,14,3,2,10
13,14,3,5,145
13,14,3,6,109
13,14,4,1,20
13,14,4,2,0
13,14,4,4,51
13,14,5,0,0
13,14,5,3,10
13,14,6,0,0
13,14,6,1,26
13,14,6,3,0
13,14,6,5,20
13,14,7,1,0
13,14,7,3,6
13,14,7,4,20
13,14,7,5,0
13,14,7,6,42
13,14,7,7,6
14,14,0,0,10
14,14,0,2,32
14,14,0,3,51
14,14,0,4,109
14,14,0,5,129
14,14,0,6,283
14,14,0,7,97
14,14,1,0,0
14,14,1,1,0
14,14,1,3,71
14,14,1,5,103
14,14,1,6,170
14,14,2,2,10
14,14,2,5,113
14,14,2,7,109
14,14,3,4,42
14,14,3,7,6
14,14,4,0,0
14,14,4,1,10
14,14,4,2,0
14,14,4,6,145
14,14,4,7,57
14,14,5,1,6
14,14,5,2,16
14,14,5,4,6
14,14,5,6,83
14,14,5,7,36
14,14,6,0,0
14,14,6,3,0
14,14,6,6,0
14,14,6,7,16
14,14,7,1,0
14,14,7,2,0
14,14,7,4,0
14,14,7,5,32
14,14,7,6,6
14,14,7,7,10
15,14,0,0,57
15,14,0,3,67
15,14,0,4,200
15,14,0,6,396
15,14,1,1,6
15,14,1,5,309
15,14,1,6,293
15,14,2,0,0
15,14,2,1,6
15,14,2,2,20
15,14,2,5,174
15,14,2,7,57
15,14,3,0,0
15,14,3,6,139
15,14,3,7,67
15,14,4,2,10
15,14,4,3,109
15,14,4,4,61
15,14,4,6,238
15,14,4,7,46
15,14,5,1,0
15,14,5,2,0
15,14,5,3,6
15,14,5,4,16
15,14,5,6,145
15,14,5,7,57
15,14,6,1,0
15,14,6,4,380
15,14,6,6,6
15,14,6,7,0
15,14,7,0,0
15,14,7,1,0
15,14,7,2,0
15,14,7,4,6
15,14,7,5,6
15,14,7,6,6
15,14,7,7,0
16,14,0,1,6
16,14,0,2,42
16,14,0,4,113
16,14,0,6,546
16,14,1,0,6
16,14,1,2,32
16,14,1,4,51
16,14,1,7,139
16,14,2,1,10
16,14,2,2,32
16,14,2,5,247
16,14,2,6,740
16,14,2,7,71
16,14,3,0,51
16,14,3,2,10
16,14,3,3,67
16,14,3,4,71
16,14,3,6,319
16,14,3,7,46
16,14,4,1,10
16,14,4,3,67
16,14,4,4,83
16,14,4,7,71
16,14,5,1,6
16,14,5,3,0
16,14,5,4,0
16,14,5,6,170
16,14,5,7,42
16,14,6,0,0
16,14,6,1,0
16,14,6,2,0
16,14,6,4,6
16,14,6,5,160
16,14,6,7,71
16,14,7,0,0
16,14,7,1,0
16,14,7,3,0
16,14,7,5,0
16,14,7,6,0
16,14,7,7,26
17,14,0,1,36
17,14,0,6,859
17,14,0,7,242
17,14,1,3,77
17,14,1,4,71
17,14,1,6,675
17,14,2,0,0
17,14,2,1,0
17,14,2,2,42
17,14,2,3,93
17,14,2,5,505
17,14,3,2,16
17,14,3,4,119
17,14,3,6,422
17,14,3,7,42
17,14,4,0,6
17,14,4,1,6
17,14,4,2,0
17,14,4,4,26
17,14,5,2,6
17,14,5,3,20
17,14,5,5,83
17,14,5,6,350
17,14,5,7,26
17,14,6,0,0
17,14,6,1,0
17,14,6,2,16
17,14,6,3,0
17,14,6,4,26
17,14,6,5,6
17,14,6,6,36
17,14,6,7,36
17,14,7,2,0
17,14,7,4,6
17,14,7,6,16
17,14,7,7,16
18,14,0,0,6
18,14,0,1,6
18,14,0,2,64
18,14,0,3,173
18,14,0,7,439
18,14,1,1,0
18,14,1,2,44
18,14,1,4,206
18,14,1,5,260
18,14,1,7,173
18,14,2,0,6
18,14,2,1,0
18,14,2,2,48
18,14,2,3,125
18,14,2,6,844
18,14,2,7,71
18,14,3,1,10
18,14,3,2,44
18,14,3,3,125
18,14,3,5,422
18,14,3,7,44
18,14,4,2,0
18,14,4,5,179
18,14,4,6,480
18,14,4,7,114
18,14,5,1,27
18,14,5,4,17
18,14,5,5,98
18,14,5,6,372
18,14,5,7,64
18,14,6,0,0
18,14,6,2,0
18,14,6,4,6
18,14,6,7,48
18,14,7,0,0
18,14,7,1,0
18,14,7,2,0
18,14,7,3,17
18,14,7,4,10
18,14,7,5,0
18,14,7,6,17
18,14,7,7,0
19,14,0,6,237
19,14,1,3,81
19,14,1,4,71
19,14,1,5,81
19,14,1,6,168
19,14,2,3,75
19,14,2,4,125
19,14,2,5,173
19,14,2,6,249
19,14,2,7,54
19,14,3,1,0
19,14,3,4,54
19,14,3,5,162
19,14,3,6,206
19,14,4,0,0
19,14,4,3,44
19,14,4,4,60
19,14,4,5,91
19,14,4,6,146
19,14,4,7,75
19,14,5,0,0
19,14,5,2,0
19,14,5,5,75
19,14,5,6,233
19,14,5,7,17
19,14,6,0,0
19,14,6,2,0
19,14,6,3,6
19,14,6,5,21
19,14,6,7,21
19,14,7,0,0
19,14,7,2,0
19,14,7,3,21
19,14,7,4,6
19,14,7,5,6
19,14,7,6,33
19,14,7,7,0
20,14,0,0,27
20,14,0,1,6
20,14,0,3,44
20,14,0,7,102
20,14,1,1,6
20,14,1,2,37
20,14,1,7,75
20,14,2,2,87
20,14,2,5,146
20,14,2,6,183
20,14,3,4,91
20,14,3,6,237
20,14,3,7,33
20,14,4,2,0
20,14,4,3,304
20,14,4,6,210
20,14,4,7,27
20,14,5,3,33
20,14,5,6,60
20,14,5,7,64
20,14,6,0,0
20,14,6,2,0
20,14,6,3,0
20,14,6,4,0
20,14,6,5,6
20,14,6,7,6
20,14,7,1,0
20,14,7,3,6
20,14,7,5,0
20,14,7,6,10
20,14,7,7,0
21,14,0,0,6
21,14,0,1,17
21,14,0,2,17
21,14,0,3,37
21,14,0,4,33
21,14,0,6,75
21,14,0,7,75
21,14,1,0,0
21,14,1,3,91
21,14,2,1,0
21,14,2,2,64
21,14,2,5,81
21,14,2,6,114
21,14,2,7,71
21,14,3,0,0
21,14,3,1,6
21,14,3,2,21
21,14,3,3,81
21,14,3,4,44
21,14,3,6,98
21,14,4,0,10
21,14,4,1,33
21,14,4,2,0
21,14,4,6,91
21,14,5,0,0
21,14,5,3,10
21,14,5,6,10
21,14,5,7,91
21,14,6,2,0
21,14,6,5,27
21,14,6,6,10
21,14,6,7,10
21,14,7,0,0
21,14,7,1,0
21,14,7,4,6
21,14,7,5,10
22,14,0,0,6
22,14,0,5,48
22,14,0,7,48
22,14,1,0,0
22,14,1,1,10
22,14,1,2,64
22,14,1,3,87
22,14,1,5,54
22,14,1,7,37
22,14,2,1,0
22,14,2,2,27
22,14,2,3,48
22,14,3,2,21
22,14,3,5,179
22,14,3,7,33
22,14,4,0,0
22,14,4,1,0
22,14,4,6,27
22,14,4,7,10
22,14,5,0,0
22,14,5,2,0
22,14,5,4,17
22,14,5,7,17
22,14,6,1,6
22,14,6,3,0
22,14,6,5,0
22,14,6,7,21
22,14,7,2,0
22,14,7,3,17
22,14,7,4,44
22,14,7,7,0
23,14,0,0,6
23,14,0,3,37
23,14,0,4,37
23,14,0,5,71
23,14,0,6,10
23,14,0,7,21
23,14,1,1,0
23,14,1,2,10
23,14,1,4,10
23,14,1,5,17
23,14,1,7,33
23,14,2,0,0
23,14,2,2,27
23,14,2,3,27
23,14,2,4,37
23,14,2,5,48
23,14,2,7,37
23,14,3,1,6
23,14,3,3,54
23,14,3,5,37
23,14,4,1,21
23,14,4,5,37
23,14,4,6,17
23,14,5,0,0
23,14,5,3,0
23,14,5,4,33
23,14,5,5,17
23,14,5,6,0
23,14,5,7,21
23,14,6,1,0
23,14,6,6,0
23,14,7,2,0
23,14,7,4,0
23,14,7,5,0
23,14,7,6,6
23,14,7,7,0
0,15,0,1,0
0,15,0,3,10
0,15,0,4,10
0,15,1,0,0
0,15,1,1,0
0,15,1,2,17
0,15,1,4,6
0,15,1,5,27
0,15,1,7,27
0,15,2,2,6
0,15,2,3,33
0,15,2,5,0
0,15,3,0,0
0,15,3,2,10
0,15,3,3,64
0,15,3,4,6
0,15,3,6,17
0,15,3,7,6
0,15,4,2,0
0,15,4,4,0
0,15,5,1,0
0,15,5,3,0
0,15,5,4,21
0,15,5,6,17
0,15,5,7,6
0,15,6,0,0
0,15,6,1,0
0,15,6,2,0
0,15,6,3,0
0,15,6,4,0
0,15,6,5,6
0,15,6,6,6
0,15,7,4,6
0,15,7,5,6
1,15,0,1,0
1,15,0,5,6
1,15,1,0,0
1,15,1,2,6
1,15,1,3,33
1,15,1,5,17
1,15,2,0,0
1,15,2,1,0
1,15,2,3,10
1,15,2,4,0
1,15,2,5,0
1,15,2,6,48
1,15,2,7,6
1,15,3,0,0
1,15,3,1,0
1,15,3,2,0
1,15,3,6,33
1,15,3,7,17
1,15,4,2,0
1,15,4,3,71
1,15,4,4,0
1,15,4,5,0
1,15,4,6,21
1,15,4,7,10
1,15,5,1,0
1,15,5,2,0
1,15,5,3,6
1,15,5,6,6
1,15,6,0,0
1,15,6,4,0
1,15,6,6,0
1,15,7,0,0
1,15,7,1,0
1,15,7,3,0
1,15,7,4,0
1,15,7,5,0
1,15,7,7,0
2,15,0,0,0
2,15,0,2,0
2,15,0,4,0
2,15,0,5,0
2,15,0,7,0
2,15,1,0,0
2,15,1,1,0
2,15,1,4,0
2,15,1,6,0
2,15,1,7,0
2,15,2,1,0
2,15,2,3,0
2,15,2,4,10
2,15,2,5,10
2,15,3,1,0
2,15,3,2,0
2,15,3,3,10
2,15,3,4,0
2,15,3,6,17
2,15,3,7,0
2,15,4,1,0
2,15,4,2,0
2,15,4,3,21
2,15,4,5,0
2,15,4,6,6
2,15,5,0,0
2,15,5,1,0
2,15,5,2,0
2,15,5,4,0
2,15,5,6,0
2,15,6,0,0
2,15,6,1,0
2,15,6,2,0
2,15,6,4,6
2,15,6,5,0
2,15,6,7,0
2,15,7,1,0
2,15,7,3,0
2,15,7,4,0
2,15,7,6,0
2,15,7,7,0
3,15,0,1,0
3,15,0,2,6
3,15,0,3,0
3,15,0,4,0
3,15,0,5,0
3,15,1,1,0
3,15,1,4,0
3,15,1,6,10
3,15,1,7,0
3,15,2,0,0
3,15,2,3,0
3,15,2,4,0
3,15,2,6,6
3,15,3,0,0
3,15,3,3,0
3,15,3,4,0
3,15,3,5,0
3,15,3,6,0
3,15,4,0,0
3,15,4,1,0
3,15,4,2,0
3,15,4,4,0
3,15,4,5,0
3,15,4,7,0
3,15,5,0,0
3,15,5,1,0
3,15,5,5,6
3,15,5,6,0
3,15,6,2,0
3,15,6,3,0
3,15,6,6,0
3,15,6,7,0
3,15,7,0,0
3,15,7,2,0
3,15,7,3,0
3,15,7,5,0
3,15,7,7,0
4,15,0,0,0
4,15,0,1,0
4,15,0,2,0
4,15,0,3,0
4,15,0,4,0
4,15,0,5,0
4,15,0,6,0
4,15,0,7,0
4,15,1,4,17
4,15,1,5,6
4,15,1,6,6
4,15,1,7,0
4,15,2,0,0
4,15,2,1,0
4,15,3,6,0
4,15,3,7,0
4,15,4,4,0
4,15,4,6,0
4,15,4,7,0
4,15,5,1,0
4,15,5,2,17
4,15,5,4,0
4,15,5,5,0
4,15,5,6,0
4,15,5,7,0
4,15,6,0,0
4,15,6,1,108
4,15,6,3,0
4,15,6,6,0
4,15,6,7,0
4,15,7,3,0
4,15,7,4,0
4,15,7,6,0
4,15,7,7,0
5,15,0,0,6
5,15,0,1,0
5,15,0,2,6
5,15,0,3,0
5,15,0,6,0
5,15,1,4,6
5,15,1,5,0
5,15,1,6,6
5,15,1,7,6
5,15,2,1,0
5,15,2,3,6
5,15,3,0,0
5,15,3,3,21
5,15,3,4,10
5,15,3,5,17
5,15,3,6,0
5,15,4,0,0
5,15,4,1,0
5,15,4,2,0
5,15,4,5,17
5,15,5,1,0
5,15,5,2,0
5,15,5,4,10
5,15,5,5,6
5,15,5,6,0
5,15,6,0,0
5,15,6,2,0
5,15,6,3,0
5,15,6,4,0
5,15,6,7,0
5,15,7,0,0
5,15,7,2,0
5,15,7,4,0
5,15,7,7,6
6,15,0,0,6
6,15,0,1,0
6,15,0,2,17
6,15,0,3,10
6,15,0,4,6
6,15,0,7,37
6,15,1,1,0
6,15,1,3,162
6,15,1,4,21
6,15,1,5,27
6,15,1,7,27
6,15,2,1,0
6,15,2,2,6
6,15,2,5,21
6,15,3,0,0
6,15,3,1,0
6,15,3,2,6
6,15,3,3,44
6,15,3,7,6
6,15,4,0,0
6,15,4,3,17
6,15,4,5,10
6,15,4,6,10
6,15,4,7,27
6,15,5,2,0
6,15,5,3,6
6,15,5,4,33
6,15,6,1,0
6,15,6,4,10
6,15,6,6,21
6,15,7,0,0
6,15,7,1,0
6,15,7,2,0
6,15,7,4,0
6,15,7,7,10
7,15,0,0,6
7,15,0,1,6
7,15,0,3,75
7,15,0,5,44
7,15,0,6,71
7,15,0,7,44
7,15,1,4,44
7,15,1,5,125
7,15,2,0,0
7,15,2,3,114
7,15,2,4,114
7,15,2,6,44
7,15,3,0,0
7,15,3,2,10
7,15,3,3,81
7,15,3,5,64
7,15,3,6,37
7,15,3,7,44
7,15,4,0,6
7,15,4,1,6
7,15,4,2,0
7,15,4,4,48
7,15,4,7,125
7,15,5,0,0
7,15,5,1,0
7,15,5,4,10
7,15,5,5,44
7,15,6,1,0
7,15,6,3,0
7,15,6,4,10
7,15,6,7,21
7,15,7,0,0
7,15,7,1,0
7,15,7,6,0
7,15,7,7,6
8,15,0,0,6
8,15,0,2,6
8,15,0,4,37
8,15,0,5,81
8,15,1,0,0
8,15,1,3,114
8,15,1,4,75
8,15,1,5,179
8,15,1,6,125
8,15,1,7,75
8,15,2,0,0
8,15,2,1,0
8,15,2,2,37
8,15,2,3,91
8,15,2,6,54
8,15,3,3,114
8,15,3,4,91
8,15,3,5,81
8,15,3,6,87
8,15,4,0,0
8,15,4,1,10
8,15,4,2,0
8,15,4,3,37
8,15,4,6,102
8,15,5,1,0
8,15,5,2,6
8,15,5,3,6
8,15,5,7,17
8,15,6,1,0
8,15,6,5,33
8,15,7,2,0
8,15,7,6,6
8,15,7,7,0
9,15,0,0,21
9,15,0,2,27
9,15,0,3,206
9,15,0,7,156
9,15,1,0,0
9,15,1,1,10
9,15,1,2,87
9,15,1,3,216
9,15,1,4,102
9,15,1,7,98
9,15,2,1,10
9,15,2,3,102
9,15,2,4,129
9,15,2,5,114
9,15,2,6,189
9,15,2,7,146
9,15,3,0,0
9,15,3,1,0
9,15,3,2,48
9,15,3,4,108
9,15,4,0,0
9,15,4,1,17
9,15,4,2,0
9,15,4,3,37
9,15,4,4,54
9,15,4,5,64
9,15,4,6,48
9,15,5,0,0
9,15,5,2,0
9,15,5,3,395
9,15,5,6,10
9,15,5,7,33
9,15,6,0,0
9,15,6,2,0
9,15,6,3,0
9,15,6,4,6
9,15,6,6,0
9,15,6,7,0
9,15,7,1,0
9,15,7,2,0
9,15,7,3,0
9,15,7,4,6
9,15,7,6,0
9,15,7,7,0
10,15,0,0,10
10,15,0,2,44
10,15,0,3,102
10,15,0,4,71
10,15,0,6,108
10,15,0,7,98
10,15,1,2,44
10,15,1,3,114
10,15,1,4,48
10,15,1,5,114
10,15,1,6,114
10,15,2,0,6
10,15,2,1,6
10,15,2,2,64
10,15,2,3,54
10,15,2,4,81
10,15,2,5,125
10,15,2,6,162
10,15,3,1,6
10,15,3,5,152
10,15,3,6,108
10,15,3,7,37
10,15,4,0,0
10,15,4,1,0
10,15,4,2,0
10,15,4,6,81
10,15,4,7,44
10,15,5,1,0
10,15,5,3,10
10,15,5,4,21
10,15,5,5,33
10,15,5,6,17
10,15,5,7,21
10,15,6,0,0
10,15,6,1,0
10,15,6,3,27
10,15,6,4,21
10,15,6,7,17
10,15,7,0,0
10,15,7,2,0
10,15,7,3,0
10,15,7,4,6
10,15,7,6,0
10,15,7,7,0
11,15,0,2,33
11,15,0,6,308
11,15,1,0,0
11,15,1,1,0
11,15,1,3,54
11,15,1,4,75
11,15,1,5,118
11,15,2,1,6
11,15,2,2,17
11,15,2,3,75
11,15,2,4,64
11,15,3,1,6
11,15,3,3,71
11,15,3,5,156
11,15,3,6,156
11,15,4,0,6
11,15,4,2,0
11,15,4,3,17
11,15,4,4,37
11,15,4,6,75
11,15,4,7,64
11,15,5,1,10
11,15,5,2,0
11,15,5,3,17
11,15,5,4,17
11,15,5,5,17
11,15,5,6,37
11,15,6,2,0
11,15,6,3,27
11,15,6,4,6
11,15,6,6,6
11,15,6,7,54
11,15,7,4,10
11,15,7,5,6
12,15,0,1,27
12,15,0,2,37
12,15,0,3,129
12,15,0,4,64
12,15,0,5,81
12,15,0,6,141
12,15,0,7,125
12,15,1,0,0
12,15,1,1,6
12,15,1,2,27
12,15,1,3,71
12,15,1,4,27
12,15,2,2,27
12,15,2,3,146
12,15,2,4,108
12,15,2,5,146
12,15,2,7,87
12,15,3,0,6
12,15,3,1,6
12,15,3,2,6
12,15,3,5,189
12,15,3,6,118
12,15,3,7,60
12,15,4,2,0
12,15,4,3,27
12,15,5,0,0
12,15,5,2,0
12,15,5,4,54
12,15,6,2,6
12,15,6,3,0
12,15,6,4,0
12,15,6,5,27
12,15,7,0,0
12,15,7,1,0
12,15,7,2,0
12,15,7,5,6
12,15,7,6,10
12,15,7,7,10
13,15,0,0,6
13,15,0,1,17
13,15,0,3,98
13,15,0,6,146
13,15,1,0,0
13,15,1,1,33
13,15,1,3,48
13,15,1,4,10
13,15,2,1,17
13,15,2,2,10
13,15,2,3,64
13,15,2,5,102
13,15,2,6,125
13,15,3,0,6
13,15,3,1,6
13,15,3,3,33
13,15,3,4,48
13,15,3,6,162
13,15,3,7,48
13,15,4,0,0
13,15,4,2,0
13,15,4,3,37
13,15,4,5,87
13,15,4,7,71
13,15,5,0,0
13,15,5,1,6
13,15,5,3,17
13,15,5,5,108
13,15,5,6,102
13,15,5,7,17
13,15,6,2,0
13,15,6,3,10
13,15,6,4,6
13,15,6,6,10
13,15,6,7,6
13,15,7,2,0
13,15,7,3,0
13,15,7,4,6
13,15,7,6,6
13,15,7,7,21
14,15,0,1,6
14,15,0,2,17
14,15,0,3,141
14,15,0,5,118
14,15,0,7,156
14,15,1,1,6
14,15,1,4,87
14,15,1,5,168
14,15,1,6,108
14,15,2,0,0
14,15,2,1,0
14,15,2,2,87
14,15,2,4,64
14,15,2,5,48
14,15,2,7,60
14,15,3,1,17
14,15,3,2,27
14,15,3,6,237
14,15,3,7,10
14,15,4,0,6
14,15,4,2,0
14,15,4,3,60
14,15,4,6,81
14,15,5,1,0
14,15,5,3,17
14,15,5,4,10
14,15,6,1,0
14,15,6,2,0
14,15,6,3,0
14,15,6,4,10
14,15,6,5,10
14,15,7,1,0
14,15,7,2,0
14,15,7,3,0
14,15,7,5,0
14,15,7,6,98
15,15,0,0,6
15,15,0,2,33
15,15,0,3,114
15,15,0,4,114
15,15,0,7,156
15,15,1,3,108
15,15,1,4,118
15,15,1,5,233
15,15,2,1,10
15,15,2,3,75
15,15,2,4,64
15,15,2,6,308
15,15,2,7,48
15,15,3,0,6
15,15,3,2,21
15,15,3,3,114
15,15,3,6,304
15,15,3,7,48
15,15,4,0,17
15,15,4,5,129
15,15,5,1,0
15,15,5,2,6
15,15,5,3,10
15,15,5,5,54
15,15,5,7,60
15,15,6,0,10
15,15,6,1,0
15,15,6,2,0
15,15,6,3,21
15,15,6,4,10
15,15,6,6,81
15,15,6,7,33
15,15,7,2,0
15,15,7,3,6
15,15,7,5,10
15,15,7,7,33
16,15,0,0,33
16,15,0,2,48
16,15,0,4,141
16,15,0,5,605
16,15,0,7,270
16,15,1,2,37
16,15,1,6,827
16,15,1,7,146
16,15,2,0,0
16,15,2,2,48
16,15,2,5,443
16,15,2,6,1254
16,15,2,7,54
16,15,3,3,71
16,15,3,4,54
16,15,3,5,399
16,15,4,2,17
16,15,4,3,33
16,15,4,5,216
16,15,5,0,0
16,15,5,1,0
16,15,5,2,6
16,15,5,4,27
16,15,5,5,195
16,15,6,0,0
16,15,6,3,21
16,15,6,4,10
16,15,7,0,0
16,15,7,4,21
16,15,7,6,6
17,15,0,1,21
17,15,0,2,54
17,15,0,3,129
17,15,0,5,416
17,15,0,7,195
17,15,1,1,0
17,15,1,2,81
17,15,1,3,162
17,15,1,5,486
17,15,1,6,994
17,15,1,7,222
17,15,2,0,10
17,15,2,4,125
17,15,2,6,1476
17,15,2,7,125
17,15,3,0,10
17,15,3,3,60
17,15,3,4,98
17,15,3,5,574
17,15,3,6,497
17,15,3,7,60
17,15,4,0,0
17,15,4,1,27
17,15,4,2,0
17,15,4,3,152
17,15,4,4,21
17,15,4,6,318
17,15,5,0,6
17,15,5,2,0
17,15,5,4,64
17,15,5,6,195
17,15,6,1,0
17,15,6,3,6
17,15,6,6,87
17,15,6,7,33
17,15,7,0,0
17,15,7,1,0
17,15,7,2,0
17,15,7,3,0
17,15,7,4,10
17,15,7,5,6
17,15,7,6,6
18,15,0,1,0
18,15,0,3,210
18,15,0,4,114
18,15,0,5,646
18,15,0,6,930
18,15,0,7,404
18,15,1,0,7
18,15,1,1,7
18,15,1,2,68
