time,row,col,demand
661,3,7,82
460,1,6,34
296,1,3,0
422,3,2,24
127,4,4,13
164,1,5,922
57,3,0,0
385,0,1,7
599,4,5,203
202,1,1,12
608,4,3,64
306,5,1,6
352,5,1,0
680,3,1,0
132,3,1,0
150,4,5,0
28,2,5,0
191,6,3,4
578,4,6,254
400,3,7,60
418,5,0,0
692,7,6,0
606,7,0,0
359,7,6,6
680,2,1,0
222,4,6,13
99,5,2,0
427,4,6,176
293,2,7,40
267,5,7,14
669,2,4,255
641,3,3,78
710,6,1,0
229,7,3,0
536,0,6,0
510,3,6,9
272,0,1,0
718,6,0,0
684,1,0,0
278,2,2,32
281,3,0,0
236,0,4,42
17,7,2,0
251,7,7,39
36,3,0,0
206,2,6,76
394,0,5,0
449,6,0,0
531,4,5,135
333,5,4,16
153,1,6,62
683,6,1,0
271,3,1,0
729,6,1,14
227,5,3,0
721,5,1,0
390,7,4,0
483,6,2,0
170,2,1,0
257,3,2,31
664,6,2,0
14,6,5,22
602,6,1,0
500,2,7,81
365,5,3,0
460,3,7,111
353,1,0,0
48,3,0,0
469,0,4,180
281,1,1,0
217,6,3,0
698,6,5,43
223,3,3,0
367,5,2,0
467,6,0,0
61,6,3,6
551,7,5,9
154,7,7,4
76,6,5,4
116,5,6,27
464,4,1,13
241,5,5,27
438,2,4,45
219,3,0,0
711,7,0,0
472,4,6,96
467,5,5,0
417,7,2,0
674,2,3,247
172,1,0,0
12,4,0,0
235,7,6,0
430,5,0,0
562,3,3,0
175,4,5,15
613,0,4,11
220,4,7,13
277,7,2,0
265,4,6,29
438,6,2,0
315,3,0,0
67,2,7,244
327,0,3,10
226,5,7,0
477,2,3,146
306,5,2,6
587,6,6,0
497,1,2,86
28,1,5,6
252,6,1,0
262,7,3,0
564,3,6,32
295,2,4,6
118,7,5,17
657,5,1,0
181,5,1,0
725,7,7,14
442,3,5,13
186,3,0,0
273,6,7,0
86,4,4,28
280,4,3,41
114,7,1,4
524,1,0,0
688,6,4,0
719,5,3,22
459,3,4,77
673,1,0,0
520,3,1,38
312,7,1,0
195,4,5,33
670,7,4,12
378,3,5,120
271,1,4,0
207,1,1,0
494,6,6,8
529,5,0,9
315,3,4,61
445,6,1,0
195,4,2,0
24,3,6,40
472,0,3,130
385,4,7,30
86,6,0,0
352,6,2,0
248,6,5,5
372,4,2,0
301,4,7,58
522,1,5,176
300,7,2,0
275,1,1,0
727,6,7,413
89,0,3,91
168,3,6,177
597,3,0,17
645,5,5,67
494,6,7,64
565,1,7,194
273,3,0,0
671,7,0,0
655,7,6,12
403,6,1,0
339,4,6,91
264,6,1,0
94,6,2,0
171,1,7,0
115,0,4,27
300,5,5,25
668,2,6,427
681,1,7,0
165,6,7,0
26,0,7,14
30,5,4,0
232,3,1,8
147,6,1,0
222,0,0,0
50,6,7,0
68,3,2,27
238,0,2,55
215,0,4,56
714,2,6,91
416,7,7,0
457,7,4,0
468,0,7,8
447,6,5,13
249,6,3,5
430,7,7,24
155,0,4,51
21,4,0,0
100,0,3,0
588,6,0,0
610,3,7,0
207,2,4,61
109,1,3,40
433,3,2,33
590,6,7,10
410,0,5,195
401,1,7,131
145,2,0,0
390,1,5,7
392,1,3,0
618,2,4,110
434,2,1,0
311,0,0,6
719,0,1,35
687,6,1,0
347,0,6,0
415,2,2,12
417,7,0,0
19,4,7,22
590,4,5,122
474,5,4,13
64,5,2,3
62,3,6,130
320,5,5,10
466,7,1,0
69,7,1,0
4,1,3,0
318,5,2,10
577,0,7,362
729,7,5,73
267,3,0,0
16,1,1,14
437,3,7,58
478,7,3,13
367,6,5,0
109,0,2,17
684,6,6,41
646,2,7,116
250,5,0,0
380,3,2,28
46,5,2,9
510,1,0,0
228,2,3,21
353,0,2,33
30,5,5,0
65,3,2,3
565,5,0,0
65,1,7,425
727,0,0,250
433,7,3,0
34,3,3,181
705,5,1,0
200,5,2,0
675,5,1,0
636,6,5,37
296,7,4,0
637,3,3,0
635,1,4,0
310,7,4,6
525,4,6,257
231,2,7,34
460,5,1,0
341,1,2,10
466,4,0,0
54,0,5,6
218,4,4,16
627,4,3,37
540,6,0,0
388,5,2,23
87,6,5,57
457,3,5,146
268,1,4,9
536,1,7,9
181,1,1,0
21,5,4,14
90,6,7,28
455,2,2,25
118,3,4,43
475,3,4,146
644,2,5,78
372,0,0,7
708,0,2,22
240,1,4,9
182,1,3,7
236,4,7,21
139,5,6,579
679,5,0,0
100,4,7,6
77,3,2,10
542,5,5,111
511,3,3,0
493,6,1,0
660,2,5,133
491,3,2,0
349,6,1,0
377,0,2,11
495,3,0,0
87,7,3,0
650,2,5,122
422,7,1,0
239,7,7,0
510,4,1,0
144,5,3,7
352,2,3,54
480,2,3,100
434,1,4,78
274,1,6,38
505,6,0,0
553,0,0,42
700,1,0,22
702,7,1,0
341,5,7,21
583,3,2,0
201,1,2,0
505,7,6,9
710,7,5,0
226,6,4,0
379,2,0,0
588,0,2,27
496,3,5,173
533,6,2,0
347,4,1,0
466,0,4,13
542,4,7,25
653,2,5,39
592,3,3,122
469,0,6,151
612,0,0,0
209,4,5,105
595,6,6,44
355,0,2,44
123,2,0,0
208,1,0,0
267,5,1,0
456,7,1,0
9,0,7,169
532,1,1,15
588,2,5,54
638,0,6,30
705,6,1,0
616,0,3,64
293,7,1,0
220,3,1,5
306,3,6,30
722,5,2,281
730,7,7,23
110,7,2,0
633,7,6,0
235,7,0,0
172,1,7,24
14,7,7,0
543,1,3,249
119,4,6,20
323,1,5,6
293,6,5,25
157,4,1,25
593,0,3,159
29,6,3,0
579,3,4,54
435,6,2,8
158,1,4,151
130,4,6,11
233,4,7,8
621,0,6,64
81,7,0,0
504,5,3,29
311,0,6,750
168,1,1,4
408,3,2,113
360,4,7,39
5,3,0,0
706,6,4,35
497,2,7,95
558,4,3,135
52,2,7,0
142,7,2,0
728,0,0,59
513,3,0,0
175,7,0,0
416,4,5,31
257,1,2,72
304,5,7,9
111,3,0,0
79,6,5,0
482,3,0,0
251,6,7,5
5,2,0,0
605,7,7,0
664,2,4,172
620,1,4,64
193,1,3,61
545,5,0,0
619,5,7,103
261,6,0,0
85,7,4,4
456,0,2,77
634,4,1,0
701,3,3,190
316,1,5,46
89,6,5,26
195,6,6,0
395,3,1,11
413,0,2,19
370,2,7,0
183,5,5,27
701,3,4,238
262,4,1,17
409,5,6,149
301,3,5,187
317,1,0,0
33,5,7,158
24,2,0,0
153,7,3,0
529,1,1,15
322,7,4,0
227,7,0,0
112,5,2,0
8,2,2,22
497,2,2,72
450,1,6,20
512,3,7,9
107,5,0,0
707,3,4,78
661,1,3,172
123,7,6,0
229,1,6,5
429,3,2,39
661,1,6,141
290,1,6,6
290,4,2,0
60,0,3,162
103,1,1,0
66,6,6,15
428,4,4,70
218,4,7,16
641,0,5,37
200,0,6,0
226,5,5,0
461,6,3,0
168,2,5,77
120,5,5,21
642,1,7,49
584,1,3,10
502,3,2,22
681,5,5,0
260,2,2,62
78,1,1,0
507,7,3,9
326,4,3,32
416,7,4,0
340,6,7,21
327,3,0,0
25,4,0,0
211,7,5,5
67,0,7,659
668,6,6,51
122,1,5,7
551,0,2,49
588,5,0,0
573,5,1,74
259,1,5,50
552,6,3,0
225,1,2,0
311,6,1,9
138,1,7,76
393,3,0,0
91,7,0,0
2,5,3,0
528,2,5,430
317,3,3,20
313,2,2,26
339,4,7,17
700,2,4,337
198,5,6,0
114,7,2,13
447,0,1,0
730,3,5,399
604,5,4,18
424,7,1,0
166,1,6,853
9,6,3,0
594,1,5,142
523,0,0,67
409,4,7,195
310,4,1,6
684,1,4,33
723,2,0,0
320,3,6,6
77,4,6,0
577,6,6,10
536,1,5,15
386,7,3,0
467,1,7,0
177,4,7,12
576,6,2,0
109,6,3,6
559,5,4,32
197,7,2,0
201,7,4,0
699,1,6,324
648,4,2,12
409,7,3,0
498,0,7,167
330,2,1,16
572,2,6,410
554,1,6,319
649,0,2,31
674,1,4,66
594,0,2,115
325,6,5,10
367,7,2,0
107,0,7,23
638,5,7,30
706,0,3,134
421,1,3,101
425,4,5,87
726,2,3,840
310,0,6,441
181,6,3,0
638,7,1,0
579,5,6,54
580,4,7,186
226,6,5,0
723,5,4,59
285,1,4,18
284,4,4,38
159,4,4,18
383,2,7,63
655,0,1,0
338,2,2,87
711,2,4,0
441,0,4,0
622,6,4,57
78,7,4,0
671,3,7,102
341,0,4,37
585,7,3,0
590,2,3,115
205,4,5,61
666,2,7,192
311,2,0,0
312,6,2,0
39,2,2,178
434,2,2,91
564,6,7,16
102,0,3,4
209,7,2,0
358,5,1,0
319,0,0,0
35,0,6,267
556,7,6,0
414,5,2,0
263,5,3,0
264,6,4,29
728,4,3,472
574,2,1,10
406,7,5,7
17,3,7,63
650,4,0,20
219,4,3,59
494,4,0,0
492,6,2,0
288,3,4,43
610,5,2,0
112,6,5,10
343,1,0,0
711,6,1,0
701,3,1,22
403,0,5,119
386,3,0,7
298,3,3,40
228,2,1,0
138,6,6,63
56,6,4,9
154,1,1,0
426,4,4,63
131,3,2,52
177,7,5,0
96,6,1,4
664,7,4,0
181,6,7,0
266,1,4,5
18,7,5,33
279,3,3,32
80,5,5,16
215,3,7,48
231,0,1,5
453,2,0,0
230,0,7,8
603,0,3,121
84,2,3,186
394,1,1,0
491,5,4,8
130,4,4,87
507,4,4,61
68,1,1,0
292,2,1,0
633,5,7,0
530,0,6,200
622,7,0,0
141,4,0,0
287,0,3,38
378,5,2,7
628,2,7,49
55,0,6,0
458,0,2,34
667,2,7,133
408,5,7,87
604,5,2,0
368,6,6,0
243,0,0,0
634,4,5,19
702,5,2,0
453,7,1,0
255,0,1,14
222,6,7,0
303,3,6,113
509,5,7,15
532,0,2,49
183,1,6,15
167,6,1,0
268,3,5,65
228,7,3,0
382,2,2,17
380,4,4,74
71,4,4,30
416,1,5,19
626,5,6,19
533,0,2,49
0,5,7,3
665,5,5,71
335,7,2,0
711,2,7,13
645,5,1,0
167,2,1,30
149,3,5,0
727,5,1,222
135,5,5,98
65,0,0,6
491,3,6,36
62,6,4,6
123,6,3,0
679,0,1,21
575,2,5,703
314,0,5,113
393,6,3,0
542,5,0,0
542,3,0,15
689,1,0,0
306,0,0,0
375,1,6,114
602,3,4,121
397,7,3,7
92,5,5,114
608,7,2,0
635,7,3,0
3,3,6,3
136,4,0,4
570,4,2,0
570,0,2,42
561,5,4,10
464,3,3,8
664,2,3,267
310,4,3,98
64,6,3,9
129,0,5,70
93,0,0,10
271,3,3,5
181,0,4,19
541,3,1,9
90,0,0,32
692,1,7,0
343,4,4,0
53,6,6,6
248,4,7,5
262,1,3,89
244,5,1,0
166,3,7,234
82,1,4,111
603,7,1,0
459,4,0,8
673,1,3,173
261,3,1,9
9,3,3,145
686,4,4,0
296,0,7,9
511,5,0,0
332,4,7,57
245,7,1,0
141,1,7,74
405,6,3,0
422,4,6,19
294,3,7,9
134,1,2,28
293,7,4,0
410,6,2,0
49,7,0,0
80,6,3,0
15,0,6,164
226,3,0,0
332,6,6,0
525,4,5,228
598,1,7,203
627,6,6,37
255,3,1,0
705,7,2,0
174,5,3,0
128,1,3,87
49,3,4,21
464,1,1,0
123,5,1,0
705,2,1,0
327,0,7,109
333,3,0,0
116,1,2,40
413,7,1,0
486,2,6,28
336,4,2,0
524,5,2,0
4,0,4,3
59,2,2,34
218,1,0,0
35,7,1,0
39,7,2,0
431,3,0,24
658,2,1,0
131,7,3,7
64,7,6,19
112,0,7,6
685,3,7,41
366,1,0,0
150,6,1,0
122,7,5,4
50,7,0,0
557,4,3,126
150,0,7,4
566,2,2,26
497,2,5,145
34,5,1,0
622,3,4,36
378,3,3,199
595,0,4,88
48,5,3,6
510,0,6,9
647,0,2,157
308,6,3,0
713,0,7,22
309,3,4,55
318,4,5,32
292,1,3,34
444,7,2,0
470,0,4,61
518,6,4,67
488,1,2,0
641,2,1,0
666,5,1,0
41,2,0,3
168,7,3,0
342,5,4,21
302,2,7,40
253,2,5,72
707,1,1,0
684,5,4,54
96,3,0,0
10,4,6,58
598,3,7,115
310,6,3,0
386,1,0,0
140,4,6,1041
248,0,4,5
655,0,2,31
624,1,7,86
18,5,0,0
612,5,1,0
381,5,7,148
700,4,6,899
98,5,7,20
383,3,4,96
18,5,1,3
170,7,6,0
482,4,5,117
427,5,0,7
105,1,6,10
660,0,6,12
114,5,4,20
480,6,4,22
453,4,3,33
477,3,4,90
416,2,1,0
298,7,1,0
9,6,0,0
345,1,6,10
105,2,1,23
286,0,0,0
626,6,3,0
652,4,5,102
274,1,0,0
241,0,2,14
377,1,1,0
605,1,5,103
601,5,2,11
571,0,5,177
85,3,4,83
210,0,1,0
142,3,2,7
459,2,7,90
314,4,5,71
385,1,7,96
382,4,7,63
182,2,6,27
235,0,6,26
585,7,2,0
546,3,4,104
123,6,4,0
619,1,5,57
247,6,1,5
306,7,3,0
12,1,5,276
385,3,0,11
182,7,7,0
423,1,2,106
665,1,5,192
81,1,3,91
481,7,4,0
688,4,4,74
35,7,5,0
453,1,1,20
534,2,1,0
536,6,7,0
415,1,5,12
493,4,1,8
125,2,7,0
545,6,0,0
453,3,7,53
544,5,7,120
465,6,7,0
656,0,2,0
408,0,2,51
78,3,7,0
558,0,0,0
32,0,2,29
181,0,1,0
386,1,5,167
254,5,2,0
696,5,6,125
133,1,5,74
612,6,4,0
150,3,1,0
532,2,1,0
587,5,6,17
546,0,2,49
459,6,0,0
164,4,0,0
688,4,1,0
440,6,0,0
41,1,1,6
54,7,0,0
442,1,4,8
291,2,1,0
712,4,2,0
47,3,6,63
690,5,5,0
422,4,3,12
200,4,4,5
476,4,0,0
267,6,7,14
95,2,3,117
347,3,7,0
407,0,2,30
410,4,3,149
278,7,7,0
76,5,0,0
135,7,4,17
310,6,1,0
279,0,7,32
671,2,4,133
386,3,1,7
484,2,4,28
288,1,0,0
486,2,1,0
177,3,1,0
672,7,3,41
208,5,3,25
1,2,3,0
68,7,2,0
530,6,5,25
86,1,3,126
433,1,0,0
103,5,1,0
440,6,2,0
456,4,5,146
230,2,4,29
574,5,0,0
199,3,3,0
68,2,1,0
50,6,4,0
415,0,3,24
59,0,3,166
328,0,4,93
38,5,5,195
434,1,7,197
692,2,0,0
61,6,0,0
257,7,6,5
374,0,7,103
141,7,2,0
340,1,5,54
125,6,6,0
325,4,2,0
610,7,3,0
71,4,3,34
41,2,5,392
83,1,1,0
174,7,7,0
599,6,3,10
274,4,4,5
517,1,7,167
346,7,7,0
450,2,0,0
506,4,6,137
330,0,3,42
410,3,6,395
390,4,5,11
519,3,3,105
537,6,5,9
627,2,4,86
609,4,2,0
599,4,4,203
328,3,1,0
168,0,6,207
336,0,2,64
654,0,1,0
617,3,7,64
691,6,1,0
60,2,6,115
483,4,4,50
316,0,5,16
48,6,5,9
668,0,0,12
193,6,5,48
624,4,0,0
382,0,3,74
497,4,1,36
367,1,2,0
692,6,5,0
352,0,1,10
418,4,1,0
76,5,2,0
422,3,0,0
269,5,0,0
206,0,5,96
722,4,6,849
651,2,5,114
221,7,0,0
508,5,7,15
604,5,6,28
253,5,5,27
434,2,7,106
502,7,4,8
646,4,3,146
620,1,2,46
235,6,5,13
81,1,4,294
277,7,5,5
80,7,7,4
634,1,0,0
682,4,6,0
198,7,4,0
157,2,4,114
503,5,1,0
53,7,5,0
449,6,6,0
720,7,0,0
72,5,7,6
427,4,7,82
156,4,5,96
518,1,1,0
92,4,6,247
711,4,0,0
671,5,6,122
60,0,6,162
607,0,4,11
731,3,1,82
145,3,6,37
614,1,1,0
27,5,0,0
559,4,6,16
265,2,5,38
432,2,1,33
610,5,7,0
498,2,3,59
387,4,6,89
588,2,4,17
223,4,1,0
93,3,1,12
185,3,7,19
293,1,1,19
716,0,2,69
310,3,6,324
366,6,0,0
329,1,2,71
541,3,2,15
33,3,7,100
572,5,6,152
676,0,3,107
114,0,5,37
476,7,1,0
215,5,0,0
719,6,2,0
298,2,3,0
487,7,1,0
125,2,2,0
725,4,7,200
457,3,4,77
236,3,3,34
631,5,6,11
155,3,0,11
652,3,5,153
624,3,6,291
576,7,2,0
501,2,4,123
550,6,0,0
647,2,3,49
685,1,2,280
663,6,2,0
466,6,1,0
502,6,3,0
227,7,1,0
496,5,1,0
121,5,2,0
547,0,6,200
212,0,3,48
316,6,5,6
470,6,0,0
138,2,0,0
703,2,5,527
362,3,4,74
196,4,3,33
511,2,2,0
342,6,3,0
389,3,4,89
723,4,6,1638
562,1,4,0
362,5,3,7
572,2,0,0
541,2,7,40
589,5,5,149
67,6,5,186
109,6,4,10
283,4,1,9
627,4,1,11
70,2,0,3
11,4,2,3
672,2,5,630
367,3,4,11
719,1,3,212
689,4,1,0
166,7,2,0
83,6,0,0
474,3,1,21
547,5,6,104
23,5,0,0
708,7,5,0
79,0,1,0
63,6,4,24
143,3,2,7
274,2,2,0
284,6,2,0
511,4,6,0
448,0,6,45
421,5,0,7
527,3,4,105
619,7,4,28
347,4,2,0
436,5,2,25
395,1,1,11
134,6,1,0
463,4,6,0
130,2,2,17
710,3,6,13
714,1,3,0
35,3,1,23
355,5,0,0
556,0,1,0
189,3,4,7
367,0,0,0
467,6,3,0
400,4,6,78
198,7,2,0
512,0,0,15
268,5,4,14
670,2,3,204
58,7,1,0
357,3,7,48
454,2,3,66
163,1,4,55
144,4,3,44
233,0,7,21
359,7,1,0
249,5,7,0
724,5,1,0
406,6,4,0
610,7,1,0
128,5,3,87
455,6,1,0
50,7,3,0
447,2,4,45
515,5,6,0
139,0,1,0
94,3,2,10
376,7,6,35
338,0,7,102
719,4,6,259
113,1,7,29
316,1,7,36
670,6,1,0
656,4,2,0
470,1,2,61
293,2,5,25
592,4,4,78
699,5,2,43
480,2,5,189
603,5,1,0
687,1,1,0
400,7,3,0
571,0,6,194
578,1,2,54
222,4,0,0
137,2,6,934
95,3,6,51
242,2,4,39
145,3,4,14
486,0,1,0
268,0,2,29
367,6,0,0
592,3,6,247
459,1,7,34
678,6,1,0
443,1,0,0
18,7,1,0
75,4,1,0
479,2,2,34
550,2,5,350
430,3,2,75
522,1,7,114
118,0,1,10
394,1,4,18
414,5,4,0
351,5,0,0
630,3,1,0
162,2,1,7
381,6,6,22
586,7,7,0
495,0,5,153
129,4,4,80
26,0,0,0
222,7,2,0
30,2,2,0
114,2,7,33
76,3,3,22
421,4,3,24
700,4,2,0
152,1,5,55
689,6,5,0
96,4,5,54
293,5,1,0
598,6,7,17
376,2,5,164
497,2,3,109
601,0,1,92
10,1,6,101
424,1,5,132
571,4,3,168
536,0,0,0
632,3,7,19
632,4,2,0
70,3,1,3
680,5,6,0
707,6,1,0
580,1,6,54
332,4,1,10
81,6,0,0
9,4,5,202
242,4,4,9
691,7,0,0
229,1,5,16
88,0,3,107
479,4,5,172
516,4,2,0
121,6,6,7
211,5,0,0
115,5,6,20
159,0,1,4
188,4,1,19
40,4,6,86
325,0,5,83
272,7,6,32
136,6,4,17
559,0,5,16
592,4,6,88
518,7,3,0
314,7,4,6
343,4,7,10
127,0,2,11
464,4,6,8
599,6,7,71
688,0,2,333
563,6,7,0
354,1,0,0
322,2,3,0
284,7,2,0
43,3,2,9
698,5,6,78
245,2,6,5
579,2,2,54
713,7,1,0
445,7,5,0
48,5,6,9
311,2,3,58
148,0,0,0
82,6,7,35
287,5,7,14
359,5,2,0
544,4,7,215
94,5,6,85
10,6,1,0
39,4,7,77
615,2,3,57
364,4,0,0
385,1,5,131
608,5,4,0
335,3,0,10
115,5,3,6
661,3,5,192
322,2,4,0
175,7,4,0
277,3,6,9
597,4,3,98
21,7,6,5
224,5,4,0
535,3,3,15
351,2,1,10
241,2,3,39
504,7,2,0
517,0,3,61
396,3,7,0
137,3,5,1094
240,0,2,14
366,5,6,11
599,0,6,220
506,0,6,295
111,1,0,0
231,7,7,0
414,0,6,12
539,2,1,0
438,1,2,13
357,4,7,71
321,3,1,0
371,5,1,0
573,6,3,26
315,2,0,0
328,5,7,113
311,5,3,43
665,1,4,82
16,5,2,3
23,0,2,22
271,1,6,0
270,6,3,0
151,4,0,0
379,2,2,35
663,1,1,12
379,0,6,177
358,5,5,195
135,1,7,111
693,5,4,33
363,1,4,92
233,7,4,0
13,1,2,24
313,2,3,93
554,4,4,84
240,6,0,0
487,5,2,0
685,0,1,21
499,3,2,0
586,5,5,17
196,1,7,8
522,0,7,161
683,2,1,0
433,1,1,0
279,2,1,0
6,2,4,0
549,5,5,209
396,0,2,66
140,4,3,163
339,0,2,17
525,3,5,646
87,5,1,0
315,5,3,6
681,4,1,0
311,7,2,0
118,3,2,0
659,4,5,51
569,7,5,16
318,1,6,6
374,4,4,92
115,4,5,54
706,4,5,91
42,0,4,287
597,1,4,34
452,1,6,45
607,1,4,18
640,2,2,37
189,5,1,0
186,7,6,0
673,3,4,86
319,4,0,0
634,4,7,0
136,1,7,46
596,1,2,61
114,3,6,40
435,0,5,73
148,5,4,0
692,0,5,0
393,0,4,0
462,7,4,13
456,4,7,233
550,5,3,15
129,5,7,150
688,5,0,0
592,3,4,186
154,4,4,55
421,5,7,39
555,7,4,10
513,2,6,0
705,1,3,212
298,6,5,49
400,4,4,138
335,6,1,0
112,5,7,27
121,6,2,4
716,3,5,156
582,1,3,34
154,1,6,73
71,4,1,6
275,7,7,5
260,3,3,58
142,2,3,63
253,3,2,17
642,1,4,60
265,7,0,0
115,6,0,0
600,0,5,128
547,5,4,15
392,3,1,0
238,6,1,0
570,6,0,0
350,5,3,6
522,2,2,99
47,1,2,14
331,0,3,109
703,0,7,359
187,4,4,43
6,6,4,0
164,5,2,11
391,4,0,0
394,4,7,0
667,6,4,0
281,1,6,23
593,6,2,17
662,0,5,153
682,7,0,0
524,5,3,38
0,1,3,19
200,5,7,0
637,0,0,0
304,2,4,49
552,7,4,0
698,3,5,415
283,2,1,14
19,4,5,292
141,1,5,233
643,1,6,67
661,3,2,20
215,2,3,68
12,0,5,331
464,5,0,0
708,4,2,0
101,6,2,0
351,4,2,0
277,2,0,0
611,4,3,0
177,7,1,0
418,4,6,0
624,0,2,108
312,0,6,505
290,7,7,0
381,5,3,35
536,3,7,0
678,0,0,0
501,0,6,674
693,0,0,41
679,5,3,0
230,2,3,16
217,4,1,0
283,7,5,9
229,2,7,13
691,0,3,0
307,3,0,15
502,6,7,14
222,4,1,0
128,3,2,0
626,1,4,146
171,6,5,0
596,7,3,10
471,5,6,27
12,4,5,44
148,2,4,4
726,6,0,0
310,2,4,89
630,0,0,11
714,4,1,22
400,5,0,18
570,7,4,26
304,6,6,15
620,3,1,18
9,1,1,0
330,4,6,119
328,7,4,0
617,2,3,92
506,7,0,0
374,6,2,7
489,0,3,0
93,0,4,83
668,4,3,172
240,0,0,9
114,2,0,0
132,6,3,0
473,7,2,0
315,6,2,6
279,2,0,5
602,3,3,82
596,6,3,10
147,1,1,0
644,1,5,78
472,1,0,0
644,3,3,78
210,5,7,45
355,2,5,102
492,3,0,0
720,4,3,177
84,0,7,284
38,6,4,0
74,1,7,22
430,1,4,55
500,2,3,109
413,6,1,0
465,6,4,0
170,0,1,0
722,1,3,368
347,2,1,0
7,6,5,41
728,3,5,3717
488,0,4,8
39,6,3,18
578,3,1,34
451,5,2,0
640,5,4,30
30,7,6,0
95,5,6,16
142,1,6,972
507,6,5,76
405,1,2,37
474,3,7,34
210,7,4,28
572,7,5,16
443,3,7,8
593,3,4,203
278,1,6,32
670,1,7,165
396,6,5,0
650,1,2,165
646,3,5,134
700,1,4,125
443,2,6,0
461,4,7,21
319,5,6,0
655,4,0,20
695,2,4,140
253,7,7,22
407,2,2,66
206,4,5,40
382,4,4,39
663,7,1,12
388,5,7,11
239,5,7,21
693,6,0,0
278,5,4,5
567,5,1,0
523,6,0,0
450,7,4,13
298,5,7,0
389,2,2,30
107,2,4,37
353,3,5,156
12,6,3,0
190,2,0,0
536,1,1,0
691,5,0,0
544,7,5,0
495,3,7,64
288,1,4,6
664,1,1,0
397,3,1,23
607,7,3,0
225,7,6,0
539,6,1,0
128,0,0,13
642,4,6,67
626,2,0,0
702,0,0,22
348,0,4,6
56,2,3,169
214,5,3,5
435,2,7,53
403,5,5,41
244,6,2,0
421,0,4,19
415,0,4,24
687,0,4,0
307,7,4,0
263,2,7,31
643,6,0,0
622,6,2,11
137,6,3,129
370,7,3,0
24,0,2,23
457,2,6,125
328,2,5,135
597,1,5,166
450,3,2,8
338,7,0,0
595,6,1,0
175,5,1,0
670,6,6,204
334,0,1,6
91,0,3,154
661,6,6,20
184,1,4,7
623,5,3,18
347,5,1,0
571,1,3,268
293,0,2,30
394,0,2,0
176,7,1,0
123,4,5,13
366,0,5,11
96,6,6,6
617,4,6,18
428,3,3,51
541,4,3,9
563,7,5,0
384,6,5,30
675,0,2,21
21,0,0,11
456,6,2,0
66,3,1,15
591,3,7,115
132,2,2,35
381,0,5,244
490,2,2,0
8,3,3,24
374,7,0,0
348,4,7,27
203,4,4,36
23,1,6,46
666,6,2,0
117,1,0,0
343,0,4,10
29,5,6,0
124,1,6,4
579,1,6,54
572,1,3,168
581,1,3,115
10,7,7,8
639,6,0,0
683,5,3,0
360,1,2,68
14,6,2,0
547,2,5,175
419,0,2,7
273,7,0,0
109,4,6,10
426,6,5,24
341,0,0,6
261,7,0,0
204,4,7,48
165,1,5,380
114,5,3,50
268,2,3,9
705,6,0,0
508,6,0,0
538,4,2,0
319,5,3,6
99,1,1,0
458,3,5,103
522,6,1,0
178,2,5,7
205,7,1,0
585,3,6,10
496,6,7,189
388,2,5,48
33,0,4,278
605,0,6,82
610,6,6,0
569,3,4,168
489,5,2,0
179,2,7,0
712,6,2,0
32,3,2,0
120,3,6,42
41,7,2,0
696,4,1,56
167,5,3,7
89,2,2,28
292,4,3,79
626,7,6,19
305,3,5,104
468,0,1,0
702,1,1,22
221,6,3,0
662,4,7,184
457,1,7,90
314,0,1,32
19,2,1,5
220,1,2,13
664,6,1,20
64,5,3,3
397,6,2,0
573,3,4,184
276,6,5,23
641,3,7,30
674,4,6,148
706,6,6,0
316,7,1,0
404,1,4,119
73,2,3,16
198,1,0,0
7,4,0,0
375,6,7,85
360,5,4,39
625,4,0,0
9,7,3,5
517,6,2,0
33,3,1,52
485,6,7,8
556,6,2,0
464,4,7,8
344,2,0,0
262,3,1,53
658,4,4,0
243,2,4,14
332,4,6,145
612,0,1,11
169,6,5,31
172,5,6,0
375,2,1,7
178,1,0,0
322,5,7,0
460,7,2,0
309,1,0,0
609,4,4,11
543,1,5,384
201,0,1,0
339,4,4,27
303,1,7,113
710,1,2,0
247,1,5,14
577,4,3,132
364,2,3,68
446,1,3,66
386,2,5,156
302,6,4,30
590,3,7,166
153,1,1,0
40,0,0,3
5,6,5,0
108,2,2,10
296,6,1,0
60,1,7,485
499,7,7,0
337,4,6,146
140,2,5,606
487,4,0,0
558,4,2,16
540,0,0,9
672,6,6,0
169,4,2,4
206,6,2,0
720,3,7,73
653,7,5,0
595,1,3,210
487,3,4,8
607,1,2,64
384,6,2,0
693,4,4,140
113,0,7,13
248,3,7,9
591,6,4,0
558,3,2,10
572,0,4,100
144,7,4,18
454,5,0,0
633,1,1,0
633,7,5,0
571,7,2,0
557,2,5,94
585,3,1,17
361,5,0,0
25,3,3,23
373,3,3,142
383,1,3,92
341,7,5,0
585,0,7,17
648,1,1,12
319,6,7,0
494,7,5,0
649,0,3,122
623,1,5,167
580,5,7,54
107,2,1,4
517,7,5,0
161,1,4,44
76,1,5,0
416,6,6,0
694,0,0,21
450,2,6,86
8,2,6,33
634,6,0,0
413,3,6,82
60,0,5,271
170,6,5,0
655,1,0,0
154,7,0,0
646,2,1,0
504,3,1,23
282,0,7,32
634,0,6,0
440,1,0,0
226,0,7,0
232,0,2,8
255,5,0,0
243,2,2,17
144,4,0,0
167,3,2,25
552,1,6,613
87,6,3,19
31,2,6,3
